stringId,中文,英文,西班牙语,印度,泰国,越南
con_bt_clean_log_tip,确定清除日志?,Are you sure to clear the log?,¿Desea borrar el registro?,Yakin hapus log?,ยืนยันล้างบันทึก?,Có xóa nhật ký không?
about_device_name,设备名称,Device name,Nombre del dispositivo,Nama perangkat,ชื่ออุปกรณ์,Tên thiết bị
about_model_name,型号,Model,Modelo,Model,โมเดล,Model
about_build_version_eos,E-OS版本,E-OS version,Versión E-OS,Versi E-OS,เวอร์ชัน E-OS,Phiên bản E-OS
about_build_version_hu,HU版本,HU version,Versión HU,Versi HU,เวอร์ชัน HU,Phiên bản HU
about_build_version_fota,固件版本,Firmware version,Versión de firmware,Versi firmware,เวอร์ชันเฟิร์มแวร์,Phiên bản Firmware
about_build_date,版本日期,Version date,Fecha de versión,Tanggal versi,วันที่เวอร์ชัน,Ngày tháng phiên bản
about_mcu,MCU,MCU,MCU,MCU,MCU,MCU
about_imei,IMEI,IMEI,IMEI,IMEI,IMEI,IMEI
about_bt,蓝牙,Bluetooth,Bluetooth,Bluetooth,บลูทูธ,Bluetooth
current_language,当前语言,Current Language,Idioma Actual,bahasa saat ini,ภาษาปัจจุบัน,ngôn ngữ hiện tại
language_select,语言选择,Language Select,Seleccionar Idioma,pilihan bahasa,เลือกภาษา,sự lựa chọn ngôn ngữ
about_wlan,无线局域网地址,Wireless LAN Address,Dirección de LAN inalámbrica,Alamat LAN Nirkabel,ที่อยู่เครือข่ายไร้สาย,Địa chỉ Mạng LAN không dây
upload_log_loading_message,开始打包上传,Starting Log Packaging and Upload,Iniciando el empaquetado y la carga de registros,Mulai mengemas dan mengunggah,เริ่มการอัปโหลดแพ็กเกจ,Bắt đầu đóng gói và tải lên
upload_log_loading_message_repeat,"上传中,请勿重复操作","Uploading, please do not repeat the operation","Subiendo, por favor no repita la operación","Mengunggah, jangan ulangi tindakan",กำลังอัปโหลด กรุณาอย่าทำซ้ำ,"Đang tải lên, vui lòng không lặp lại thao tác"
upload_log_loading_success,上传成功,Upload Successful,Carga correcta,Berhasil mengunggah,อัปโหลดเสร็จสิ้น,Tải lên thành công
upload_log_loading_fail,上传失败，请稍后重试,"Upload Failed, please try again later","La carga falló, inténtelo de nuevo más tarde.","Gagal mengunggah, silakan coba lagi nanti",อัปโหลดล้มเหลว โปรดลองอีกครั้งในภายหลัง,"Tải lên thất bại, vui lòng thử lại sau"
upload_log_loading_network_no,"网络异常,请检查网络","Network Exception, please check the network","Excepción de red, compruebe la red","Gagal terhubung ke jaringan, periksa koneksi internet",เครือข่ายมีปัญหา กรุณาตรวจสอบเครือข่าย,"Lỗi mạng, vui lòng kiểm tra mạng"
upload_log_loading_dialog,正在打包日志并上传，请稍后~,"Packaging logs and uploading, please wait~","Empaquetando registros y subiéndolos, por favor espere ~","Sedang mengemas log dan mengunggah, tunggu sebentar~",กำลังบันทึกและอัปโหลดบันทึก โปรดรอสักครู่~,"Đang đóng gói và tải lên nhật ký, vui lòng đợi~"
time,时间,Time,Hora,Waktu,เวลา,Thời gian
time_zone,时区,Time Zone,Zona horaria,Zona Waktu,เขตเวลา,Múi giờ
country_select,地区选择,Region Selection,Selección de región,Pilih Negara,เลือกประเทศ,Chọn quốc gia
time_zone_select,时区选择,Time Zone Selection,Selección de zona horaria,Pilih Zona Waktu,เลือกเขตเวลา,Chọn múi giờ
time_zone_country_select,区域选择,Region Selection,Selección de región,Pilih Wilayah,เลือกเขตและประเทศ,Chọn khu vực
language,语言,Language,Idioma,bahasa,ภาษา,ngôn ngữ
input_method,输入法,Input,Entrada,Metode Input,วิธีการป้อนข้อมูล,Bàn phím
input_setting,输入法设置,Input Method Setting,Configuración del Método de Entrada,Pengaturan Input,ตั้งค่าวิธีการป้อนข้อมูล,Cài đặt bàn phím
follow_system_language,跟随系统语言,Follow System Language,Seguir el idioma del sistema,Ikuti Bahasa Sistem,ตามภาษาของระบบ,Theo ngôn ngữ hệ thống
chinese_display_name,中文(简体),Chinese (Simplified),Chino (Simplificado),Cina (Sederhana),ภาษาจีน (ตัวย่อ),Tiếng Trung (Giản thể)
language_switch_language,切换语言,Switch Language,Cambiar idioma,Ganti Bahasa,เปลี่ยนภาษา,Chuyển đổi ngôn ngữ
language_switch_language_message,您想要将“%1$s”语言设置为显示语言吗？,"Do you want to set ""%1$s"" as the display language?","¿Desea establecer \""%1$s\"" como idioma de visualización?","Anda ingin mengatur bahasa ""%1$s"" sebagai bahasa tampilan?","คุณต้องการตั้ง ""%1$s"" เป็นภาษาแสดงหรือไม่?","Bạn có muốn đặt ngôn ngữ ""%1$s"" làm ngôn ngữ hiển thị không?"
hidden_sunrise_sunset_enable,日出日落模式,Sunrise and sunset mode,Modo amanecer y atardecer,Mode Penyesuaian Cahaya,โหมดพระอาทิตย์ขึ้นและตก,Chế độ ban ngày ban đêm
connected_success,网络连接成功,Network Connected Successfully,Red conectada con éxito,Koneksi jaringan berhasil,เชื่อมต่อเครือข่ายสำเร็จ,Kết nối mạng thành công
sys_verification_code_resend_ready,重新发送,Resend,Reenviar,Kirim ulang,ส่งใหม่,Gửi lại
conn_interconnection,手机互联,Phone Interconnection,Interconexión telefónica,Interkoneksi Ponsel,การเชื่อมต่อโทรศัพท์,Kết nối điện thoại
conn_carplay,Apple CarPlay,Apple CarPlay,Apple CarPlay,Apple CarPlay,Apple CarPlay,Apple CarPlay
conn_carplay_confirm,确定,Confirm,Confirmar,Konfirmasi,ยืนยัน,Xác nhận
conn_carplay_cancel,取消,Cancel,Cancelar,Batal,ยกเลิก,Hủy
con_interconnection_bond_list,已配对设备,Paired Devices,Dispositivos emparejados,Perangkat Dipasangkan,อุปกรณ์ที่เชื่อมต่อแล้ว,Thiết bị đã ghép nối
con_interconnection_avai_devices_list,可用设备列表,Available Devices List,Lista de dispositivos disponibles,Daftar Perangkat Tersedia,รายการอุปกรณ์ที่ใช้งานได้,Danh sách thiết bị có sẵn
con_interconnection_disconnect_cp,结束当前的连接状态？,End the current connection status?,¿Desea finalizar el estado de conexión actual?,Akhiri status koneksi saat ini?,หยุดสถานะการเชื่อมต่อปัจจุบันหรือไม่?,Kết thúc trạng thái kết nối hiện tại?
conn_not_support,不支持手机互联功能,Phone Interconnection not supported,Interconexión telefónica no compatible,Tidak mendukung fitur interkoneksi ponsel,ไม่รองรับการเชื่อมต่อโทรศัพท์,Không hỗ trợ chức năng kết nối điện thoại
conn_carplay_title,您现在可以通过蓝牙将车辆与您的设备进行连接  ,You can now connect your vehicle with your device via Bluetooth.,Ya puede conectar su vehículo con su dispositivo a través de Bluetooth.,Saat ini Anda dapat menghubungkan kendaraan dengan perangkat Anda melalui Bluetooth,คุณสามารถเชื่อมต่อรถยนต์กับอุปกรณ์ของคุณผ่านบลูทูธได้ตอนนี้,Bạn có thể kết nối xe với thiết bị của mình qua Bluetooth
conn_interconn_title,"""已配对设备""","""Paired Devices""","\""Dispositivos emparejados\""",Perangkat yang Sudah Dipasangkan,อุปกรณ์ที่เชื่อมต่อแล้ว,"""Thiết bị đã ghép nối"""
con_interconnection_support,手机互联功能支持Apple CarPlay,手机互联功能支持Apple CarPlay,手机互联功能支持Apple CarPlay,手机互联功能支持Apple CarPlay,手机互联功能支持Apple CarPlay,手机互联功能支持Apple CarPlay
wlan_password_error_dialog_title,WLAN密码输入错误,WLAN Password Input Error,Error de entrada de contraseña WLAN,Kesalahan Masukkan Kata Sandi WLAN,รหัสผ่าน WLAN ไม่ถูกต้อง,Sai mật khẩu WLAN
wlan_password_error_dialog_content,WLAN密码输入错误，请确认密码,"WLAN password input error, please verify the password","Error al introducir la contraseña de WLAN, compruebe la contraseña","Kata sandi WLAN yang dimasukkan salah, harap periksa kata sandi",รหัสผ่าน WLAN ไม่ถูกต้อง โปรดตรวจสอบรหัสผ่าน,"Sai mật khẩu WLAN, vui lòng kiểm tra lại"
con_5g,移动网络,Mobile Network,Red Móvil,Jaringan Seluler,เครือข่ายมือถือ,Mạng di động
con_reboot_5g,重启4G/5G模块,Restart 4G/5G Module,Reiniciar el módulo 4G/5G,Mulai Ulang Modul 4G/5G,รีสตาร์ทโมดูล 4G/5G,Khởi động lại mô-đun 4G/5G
com_ai_ota,OTA重点功能介绍,Key Features of OTA,Características clave de la OTA,Fitur Utama OTA,คำแนะนำคุณลักษณะสำคัญของ OTA,Giới thiệu chức năng OTA
com_ai_forget,遗忘功能提醒,Forget Function Reminder,Olvidar recordatorio de función,Pemberitahuan Fitur Lupa,คำแนะนำการลืมรหัสผ่าน,Nhắc nhở chức năng Quên
com_ai_extreme_weather,极端天气提醒,Extreme Weather Reminder,Recordatorio de clima extremo,Pemberitahuan Cuaca Ekstrem,คำแนะนำสภาวะอากาศสุดพิเศษ,Nhắc nhở thời tiết cực đoan
com_ai_battery_life,冬季电池续航小贴士,Winter Battery Life Tips,Consejos para la duración de la batería en invierno,Tips Hidup Baterai Musim Dingin,เคล็ดลับการใช้แบตเตอรี่ในฤดูหนาว,Mẹo tiết kiệm pin mùa đông
com_ai_smog,雾霾天气提醒,Smog Weather Reminder,Recordatorio del smog,Pemberitahuan Cuaca Kabut,คำแนะนำสภาวะอากาศหมอกควัน,Nhắc nhở thời tiết sương mù
com_ai_air_quality,空气质量差,Poor Air Quality,Mala calidad del aire,Kualitas Udara Buruk,คุณภาพอากาศแย่,Chất lượng không khí kém
wlan_connect_failed_dialog_title,WLAN连接错误,WLAN Connection Error,Error de conexión WLAN,Kesalahan Koneksi WLAN,ข้อผิดพลาดในการเชื่อมต่อ WLAN,Lỗi kết nối WLAN
wlan_connect_failed_dialog_content,WLAN连接失败，请重试,"WLAN connection failed, please try again","La conexión WLAN falló, inténtelo de nuevo","Koneksi WLAN gagal, harap coba lagi",เชื่อมต่อ WLAN ล้มเหลว โปรดลองอีกครั้ง,"Lỗi kết nối WLAN, vui lòng thử lại"
wlan_disconnect_dialog_title,断开网络连接,Disconnect Network Connection,Desactivar la conexión de red,Putuskan Koneksi Jaringan,ตัดการเชื่อมต่อเครือข่าย,Ngắt kết nối mạng
wlan_disconnect_dialog_content,是否要断开无线局域网“%s”？,"Do you want to disconnect from the wireless LAN ""%s""?","¿Desea desconectarse de la LAN inalámbrica \""%s\""?","Apakah Anda ingin memutuskan WLAN ""%s""?","คุณต้องการตัดการเชื่อมต่อกับเครือข่ายไร้สาย ""%s"" หรือไม่?","Bạn có muốn ngắt kết nối mạng không dây ""%s"" không?"
bt_connect_or_carplay,"\""
        ","
    ","
    ","
    ","
    ","
    "
conn_interconnection_start_aa,现在是否要启动 Android Auto,,,,,
input_method_sync,输入法语言同步,Input Method Language Sync,Método de entrada Sincronización de idioma,Sinkronisasi Bahasa Metode Input,การซิงค์ภาษาแบบหลักการป้อนข้อมูล,Đồng bộ ngôn ngữ bàn phím
inputmethod_sync_content,是否将输入法一起切换到“%1$s”语言？,"Would you like to switch the input method to the ""%1$s"" language together?","¿Le gustaría cambiar el método de entrada al idioma \""%1$s\""?","Apakah Anda ingin beralih metode input ke bahasa ""%1$s"" bersamaan?","คุณต้องการที่จะสลับวิธีป้อนข้อมูลเป็นภาษา ""%1$s"" ไหม?","Bạn có muốn chuyển đổi bàn phím sang ngôn ngữ ""%1$s"" không?"
bluetooth_device_ask_connect,蓝牙设备请求连接,Bluetooth device requests a connection,El dispositivo Bluetooth solicita una conexión,Perangkat Bluetooth meminta koneksi,อุปกรณ์ Bluetooth ร้องขอการเชื่อมต่อ,Thiết bị Bluetooth yêu cầu kết nối
input_language_selsction,输入法语言选择,Input Language Selection,,Pemilihan bahasa metode masukan,การเลือกภาษาวิธีการป้อนข้อมูล,Lựa chọn ngôn ngữ phương thức nhập
carplay_open_bluetooth_hint,若启用互联功能请先开启蓝牙,Turn on Bluetooth to support connectivity feature,Turn on Bluetooth to support connectivity feature,Turn on Bluetooth to support connectivity feature,Turn on Bluetooth to support connectivity feature,Turn on Bluetooth to support connectivity feature
apple_carplay_disconnect_tip,是否继续连接蓝牙，Apple CarPlay 将断开？,是否继续连接蓝牙，Apple CarPlay 将断开？,是否继续连接蓝牙，Apple CarPlay 将断开？,是否继续连接蓝牙，Apple CarPlay 将断开？,是否继续连接蓝牙，Apple CarPlay 将断开？,是否继续连接蓝牙，Apple CarPlay 将断开？
bt_toast_connected_error,蓝牙连接失败,Bluetooth connection failed,Conexión Bluetooth fallida,Gagal menyambung Bluetooth,การเชื่อมต่อ Bluetooth ล้มเหลว,Kết nối Bluetooth thất bại
